Fold,MAE (kcal/mol),Hyperparameters
1,0.9938144878204443,"[1, 1, 2, True]"
1,1.0732426581949344,"[832, 5, 4, False]"
1,1.07249751945606,"[874, 5, 6, False]"
1,0.9970840589631524,"[412, 4, 3, True]"
1,1.0005986382111165,"[643, 3, 5, False]"
1,1.0717914423796768,"[333, 5, 9, False]"
1,0.9540175560670123,"[508, 2, 9, False]"
1,0.9919532905496637,"[528, 4, 4, True]"
1,0.996116670385277,"[398, 5, 8, True]"
1,0.9540175560670126,"[272, 2, 2, False]"
1,0.9810354445873327,"[94, 2, 2, True]"
1,0.9574545261142431,"[4, 1, 10, False]"
1,0.9574545261142438,"[986, 1, 2, False]"
1,0.9540175560670122,"[993, 2, 10, False]"
1,0.9868383213496846,"[990, 3, 10, True]"
1,0.9540175560670128,"[18, 2, 2, False]"
1,0.9574545261142438,"[998, 1, 10, False]"
1,0.9540175560670122,"[974, 2, 10, False]"
1,0.9574545261142431,"[19, 1, 2, False]"
1,0.9540175560670128,"[3, 2, 10, False]"
1,0.9540175560670122,"[1000, 2, 2, False]"
1,0.9540175560670128,"[7, 2, 2, False]"
1,0.9540175560670122,"[1000, 2, 2, False]"
1,0.9574545261142432,"[10, 1, 10, False]"
1,0.9540175560670128,"[4, 2, 10, False]"
1,0.9574545261142434,"[920, 1, 2, False]"
1,0.9540175560670122,"[988, 2, 10, False]"
1,0.9540175560670128,"[6, 2, 2, False]"
1,0.9540175560670122,"[998, 2, 2, False]"
1,0.9540175560670128,"[17, 2, 10, False]"
1,0.9574545261142438,"[973, 1, 10, False]"
1,0.9540175560670122,"[981, 2, 10, False]"
1,0.9540175560670128,"[2, 2, 2, False]"
1,0.9574545261142431,"[38, 1, 2, False]"
1,0.9540175560670128,"[3, 2, 10, False]"
1,0.9540175560670122,"[992, 2, 2, False]"
1,0.9540175560670122,"[993, 2, 10, False]"
1,0.9574545261142431,"[6, 1, 10, False]"
1,1.0488919639389973,"[999, 4, 10, False]"
1,0.9540175560670128,"[2, 2, 2, False]"
1,0.9574545261142436,"[990, 1, 2, False]"
1,0.9540175560670122,"[998, 2, 10, False]"
1,0.9540175560670122,"[975, 2, 2, False]"
1,0.9540175560670128,"[2, 2, 10, False]"
1,0.9540175560670128,"[10, 2, 2, False]"
1,0.9574545261142438,"[983, 1, 2, False]"
1,0.9540175560670122,"[996, 2, 10, False]"
1,0.9574545261142431,"[9, 1, 10, False]"
1,0.9802194354062997,"[991, 2, 10, True]"
1,0.9540175560670122,"[997, 2, 2, False]"
2,0.9955449800973021,"[1, 1, 2, True]"
2,0.9915575063835548,"[942, 3, 8, True]"
2,0.990986841082296,"[344, 3, 5, True]"
2,0.999449508011088,"[704, 4, 6, True]"
2,0.9796732559604151,"[745, 1, 9, True]"
2,0.9802574194234652,"[623, 1, 10, False]"
2,1.0011976939549574,"[262, 3, 6, False]"
2,0.9836924105290564,"[957, 2, 4, True]"
2,0.9802574194234664,"[981, 1, 7, False]"
2,0.9752446966047568,"[242, 2, 9, False]"
2,0.9826559883526202,"[527, 2, 8, True]"
2,0.9767195043944591,"[20, 1, 10, True]"
2,0.9788748538797193,"[970, 1, 10, True]"
2,1.0662550777836217,"[22, 5, 10, False]"
2,0.9752446966047558,"[998, 2, 10, False]"
2,0.9854009739005948,"[4, 2, 10, True]"
2,0.975244696604756,"[982, 2, 2, False]"
2,1.0026154928079314,"[991, 5, 2, True]"
2,0.9802574194234654,"[22, 1, 2, False]"
2,0.9752446966047567,"[14, 2, 2, False]"
2,1.0002752578125202,"[48, 5, 10, True]"
2,0.9752446966047567,"[7, 2, 10, False]"
2,0.9752446966047558,"[996, 2, 2, False]"
2,0.975244696604756,"[992, 2, 10, False]"
2,0.9802574194234653,"[49, 1, 10, False]"
2,0.9752446966047567,"[29, 2, 2, False]"
2,0.9802574194234664,"[996, 1, 2, False]"
2,0.9752446966047561,"[970, 2, 10, False]"
2,0.975244696604756,"[992, 2, 2, False]"
2,0.9752446966047567,"[2, 2, 10, False]"
2,0.9752446966047565,"[1, 2, 2, False]"
2,0.9773334679047354,"[984, 1, 10, True]"
2,0.9812125637369625,"[1000, 2, 10, True]"
2,0.9802574194234663,"[1000, 1, 10, False]"
2,0.9752446966047558,"[995, 2, 10, False]"
2,0.9752446966047561,"[933, 2, 2, False]"
2,0.9802574194234654,"[14, 1, 2, False]"
2,0.9752446966047567,"[12, 2, 10, False]"
2,0.9752446966047567,"[5, 2, 2, False]"
2,0.9791119944772975,"[31, 1, 10, True]"
2,0.9752446966047558,"[997, 2, 2, False]"
2,0.9804064054838093,"[984, 2, 2, True]"
2,1.0051610223910235,"[11, 3, 2, True]"
2,0.9790228232099522,"[994, 1, 10, True]"
2,0.9784802395787876,"[982, 1, 2, True]"
2,0.9752446966047567,"[6, 2, 10, False]"
2,0.975244696604756,"[990, 2, 10, False]"
2,0.9789650772738354,"[990, 2, 10, True]"
2,0.9752446966047567,"[20, 2, 10, False]"
2,0.975244696604756,"[989, 2, 2, False]"
3,1.0488593412048366,"[1, 1, 2, True]"
3,1.0920881993158291,"[611, 1, 4, False]"
3,1.0973177646505918,"[794, 4, 3, True]"
3,1.0834511153741455,"[236, 3, 9, True]"
3,1.179705736431446,"[171, 3, 3, False]"
3,1.2174683838559266,"[803, 4, 9, False]"
3,1.099453819543578,"[490, 4, 7, True]"
3,1.0708854585443233,"[440, 2, 9, True]"
3,1.264535698244463,"[283, 5, 4, False]"
3,1.0693048311389932,"[798, 2, 5, True]"
3,1.1516197039353855,"[359, 2, 3, False]"
